vendor,action_id,inputSchemaStatus,implementationStatus,chatExposure,executeExposure,oauthScopes,scopeRegistered,riskLevel,approvalRequired,multiStepPlans,structuredResults,testStatus,verificationClaim
snowflake,snowflake.tasks.run,inferred,requires_approval,True,True,snowflake:tasks:write|snowflake:*,True,high,True,True,True,live,verified_working
snowflake,snowflake.pipes.refresh,inferred,requires_approval,True,True,snowflake:pipes:write|snowflake:*,True,high,True,True,True,live,verified_working
snowflake,snowflake.batch.copy,inferred,requires_approval,True,True,snowflake:load:write|snowflake:*,True,high,True,True,True,live,verified_working
google_drive,google_drive.files.list,override,executable,True,True,google_drive:read|google_drive:*,True,low,False,True,True,live,verified_working
google_drive,google_drive.files.get,inferred,executable,True,True,google_drive:read|google_drive:*,True,low,False,True,True,none,implemented_unverified
google_drive,google_drive.search_files,inferred,executable,True,True,google_drive:read|google_drive:*,True,low,False,True,True,live,verified_working
google_drive,google_drive.get_file_metadata,inferred,executable,True,True,google_drive:read|google_drive:*,True,low,False,True,True,none,implemented_unverified
google_drive,google_drive.get_file_content,inferred,executable,True,True,google_drive:read|google_drive:*,True,low,False,True,True,none,implemented_unverified
google_drive,google_drive.permissions.list,inferred,executable,True,True,google_drive:read|google_drive:*,True,low,False,True,True,none,implemented_unverified
google_drive,google_drive.files.create,inferred,requires_approval,True,True,google_drive:write|google_drive:*,True,high,True,True,True,none,implemented_unverified
google_drive,google_drive.files.update,inferred,requires_approval,True,True,google_drive:write|google_drive:*,True,high,True,True,True,none,implemented_unverified
google_drive,google_drive.permissions.create,inferred,requires_approval,True,True,google_drive:write|google_drive:*,True,high,True,True,True,live,verified_working
google_drive,google_drive.files.export,inferred,executable,True,True,google_drive:read|google_drive:*,True,medium,False,True,True,none,implemented_unverified
google_drive,google_drive.changes.list,inferred,executable,True,True,google_drive:read|google_drive:*,True,medium,False,True,True,none,implemented_unverified
google_drive,google_drive.batch.permissions,inferred,requires_approval,True,True,google_drive:write|google_drive:*,True,high,True,True,True,none,implemented_unverified
google_docs,google_docs.documents.get,inferred,executable,True,True,google_docs:read|google_docs:*,True,low,False,True,True,none,implemented_unverified
google_docs,google_docs.documents.batch_get,inferred,executable,True,True,google_docs:read|google_docs:*,True,low,False,True,True,none,implemented_unverified
google_docs,google_docs.documents.create,inferred,requires_approval,True,True,google_docs:write|google_docs:*,True,high,True,True,True,none,implemented_unverified
google_docs,google_docs.documents.batch_update,inferred,requires_approval,True,True,google_docs:write|google_docs:*,True,high,True,True,True,none,implemented_unverified
google_docs,google_docs.documents.replace_text,inferred,requires_approval,True,True,google_docs:write|google_docs:*,True,high,True,True,True,none,implemented_unverified
google_docs,google_docs.documents.insert_table,inferred,requires_approval,True,True,google_docs:write|google_docs:*,True,high,True,True,True,none,implemented_unverified
google_docs,google_docs.export.pdf,inferred,executable,True,True,google_docs:read|google_docs:*,True,medium,False,True,True,none,implemented_unverified
google_sheets,google_sheets.spreadsheets.get,inferred,executable,True,True,google_sheets:read|google_sheets:*,True,low,False,True,True,none,implemented_unverified
google_sheets,google_sheets.values.get,inferred,executable,True,True,google_sheets:read|google_sheets:*,True,low,False,True,True,none,implemented_unverified
google_sheets,google_sheets.values.batch_get,inferred,executable,True,True,google_sheets:read|google_sheets:*,True,low,False,True,True,none,implemented_unverified
google_sheets,google_sheets.values.update,inferred,requires_approval,True,True,google_sheets:write|google_sheets:*,True,high,True,True,True,live,verified_working
google_sheets,google_sheets.values.append,inferred,requires_approval,True,True,google_sheets:write|google_sheets:*,True,high,True,True,True,none,implemented_unverified
google_sheets,google_sheets.spreadsheets.create,inferred,requires_approval,True,True,google_sheets:write|google_sheets:*,True,high,True,True,True,none,implemented_unverified
google_sheets,google_sheets.values.batch_update,inferred,requires_approval,True,True,google_sheets:write|google_sheets:*,True,high,True,True,True,none,implemented_unverified
google_sheets,google_sheets.charts.add,inferred,requires_approval,True,True,google_sheets:write|google_sheets:*,True,high,True,True,True,none,implemented_unverified
google_sheets,google_sheets.pivot.create,inferred,requires_approval,True,True,google_sheets:write|google_sheets:*,True,high,True,True,True,none,implemented_unverified
absorb_lms,absorb_lms.courses.list,inferred,executable,True,True,absorb_lms:courses:read|absorb_lms:*,True,low,False,True,True,none,implemented_unverified
absorb_lms,absorb_lms.enrollments.list,inferred,executable,True,True,absorb_lms:enrollments:read|absorb_lms:*,True,low,False,True,True,none,implemented_unverified
absorb_lms,absorb_lms.users.get,inferred,executable,True,True,absorb_lms:users:read|absorb_lms:*,True,low,False,True,True,none,implemented_unverified
absorb_lms,absorb_lms.enrollments.create,inferred,requires_approval,True,True,absorb_lms:enrollments:write|absorb_lms:*,True,high,True,True,True,none,implemented_unverified
absorb_lms,absorb_lms.courses.create,inferred,requires_approval,True,True,absorb_lms:courses:write|absorb_lms:*,True,high,True,True,True,none,implemented_unverified
absorb_lms,absorb_lms.certificates.issue,inferred,requires_approval,True,True,absorb_lms:certificates:write|absorb_lms:*,True,high,True,True,True,none,implemented_unverified
absorb_lms,absorb_lms.reports.completion,inferred,executable,True,True,absorb_lms:reports:read|absorb_lms:*,True,medium,False,True,True,none,implemented_unverified
absorb_lms,absorb_lms.batch.enroll,inferred,requires_approval,True,True,absorb_lms:enrollments:write|absorb_lms:*,True,high,True,True,True,none,implemented_unverified
canva,canva.designs.list,inferred,executable,True,True,canva:designs:read|canva:*,True,low,False,True,True,live,verified_working
canva,canva.designs.get,inferred,executable,True,True,canva:designs:read|canva:*,True,low,False,True,True,live,verified_working
canva,canva.folders.list,inferred,executable,True,True,canva:folders:read|canva:*,True,low,False,True,True,live,verified_working
canva,canva.designs.create,inferred,requires_approval,True,True,canva:designs:write|canva:*,True,high,True,True,True,live,verified_working
canva,canva.exports.create,inferred,requires_approval,True,True,canva:exports:write|canva:*,True,high,True,True,True,mock,verified_working
canva,canva.autofill.create,inferred,requires_approval,True,True,canva:autofill:write|canva:*,True,high,True,True,True,live,verified_working
canva,canva.brand.templates.list,inferred,executable,True,True,canva:brand:read|canva:*,True,medium,False,True,True,live,verified_working
canva,canva.batch.exports,inferred,requires_approval,True,True,canva:exports:write|canva:*,True,high,True,True,True,live,verified_working
canva,canva.exports.get,inferred,executable,True,True,canva:exports:read|canva:*,True,medium,False,True,True,live,verified_working
canva,canva.brand.templates.get,inferred,executable,True,True,canva:brand:read|canva:*,True,medium,False,True,True,live,verified_working
canva,canva.designs.delete,inferred,requires_approval,True,True,canva:designs:write|canva:*,True,high,True,True,True,live,verified_working
figma,figma.files.get,inferred,executable,True,True,figma:files:read|figma:*,True,low,False,True,True,live,verified_working
figma,figma.files.meta,inferred,executable,True,True,figma:files:read|figma:*,True,low,False,True,True,live,verified_working
figma,figma.projects.list,inferred,executable,True,True,figma:projects:read|figma:*,True,low,False,True,True,live,verified_working
figma,figma.comments.create,inferred,requires_approval,True,True,figma:comments:write|figma:*,True,high,True,True,True,live,verified_working
figma,figma.dev_resources.create,inferred,requires_approval,True,True,figma:dev_resources:write|figma:*,True,high,True,True,True,live,verified_working
figma,figma.projects.files.list,inferred,executable,True,True,figma:projects:read|figma:*,True,medium,False,True,True,live,verified_working
figma,figma.comments.list,inferred,executable,True,True,figma:comments:read|figma:*,True,medium,False,True,True,live,verified_working
figma,figma.batch.images.export,inferred,executable,True,True,figma:files:read|figma:*,True,medium,False,True,True,live,verified_working
figma,figma.comments.delete,inferred,requires_approval,True,True,figma:comments:write|figma:*,True,high,True,True,True,live,verified_working
figma,figma.files.versions.list,inferred,executable,True,True,figma:files:read|figma:*,True,medium,False,True,True,live,verified_working
figma,figma.users.me,inferred,executable,True,True,figma:users:read|figma:*,True,medium,False,True,True,live,verified_working
fhir,fhir.patients.get,inferred,executable,True,True,fhir:patients:read|fhir:*,True,low,False,True,True,mock,verified_working
fhir,fhir.patients.search,inferred,executable,True,True,fhir:patients:read|fhir:*,True,low,False,True,True,mock,verified_working
fhir,fhir.appointments.search,inferred,executable,True,True,fhir:appointments:read|fhir:*,True,low,False,True,True,mock,verified_working
fhir,fhir.prior_auth.checklist,inferred,requires_approval,True,True,fhir:prior_auth:write|fhir:*,True,high,True,True,True,mock,verified_working
fhir,fhir.coverage.eligibility,inferred,executable,True,True,fhir:coverage:read|fhir:*,True,medium,False,True,True,mock,verified_working
webhook,webhook.connectors.get,inferred,not_implemented,False,False,webhook:connectors:read|webhook:*,True,low,False,False,False,mock,not_implemented
webhook,webhook.post,inferred,requires_approval,True,True,webhook:post:write|webhook:*,True,high,True,True,True,live,verified_working
webhook,webhook.post.replay,inferred,not_implemented,False,False,webhook:post:write|webhook:*,True,high,True,False,False,mock,not_implemented
fred,fred.series.get,override,executable,True,True,fred:series:read|fred:*,True,low,False,True,True,live,verified_working
fred,fred.series.search,inferred,executable,True,True,fred:series:read|fred:*,True,low,False,True,True,none,implemented_unverified
fred,fred.series.observations.get,inferred,executable,True,True,fred:series:read|fred:*,True,medium,False,True,True,none,implemented_unverified
nvd,nvd.cve.get,override,executable,True,True,nvd:cve:read|nvd:*,True,low,False,True,True,mock,verified_working
nvd,nvd.cve.search,inferred,executable,True,True,nvd:cve:read|nvd:*,True,low,False,True,True,none,implemented_unverified
nvd,nvd.cve.recent,inferred,executable,True,True,nvd:cve:read|nvd:*,True,medium,False,True,True,none,implemented_unverified
cisa_kev,cisa_kev.feed.get,override,executable,True,True,cisa_kev:feed:read|cisa_kev:*,True,low,False,True,True,mock,verified_working
cisa_kev,cisa_kev.cve.lookup,inferred,executable,True,True,cisa_kev:feed:read|cisa_kev:*,True,low,False,True,True,none,implemented_unverified
cisa_kev,cisa_kev.feed.diff,inferred,executable,True,True,cisa_kev:feed:read|cisa_kev:*,True,medium,False,True,True,none,implemented_unverified
sec_edgar,sec_edgar.filings.search,override,executable,True,True,sec_edgar:filings:read|sec_edgar:*,True,low,False,True,True,mock,verified_working
sec_edgar,sec_edgar.company.get,inferred,executable,True,True,sec_edgar:filings:read|sec_edgar:*,True,low,False,True,True,none,implemented_unverified
sec_edgar,sec_edgar.filings.recent,inferred,executable,True,True,sec_edgar:filings:read|sec_edgar:*,True,medium,False,True,True,none,implemented_unverified
linear,linear.issues.list,inferred,executable,True,True,linear:issues:read|linear:*,True,low,False,True,True,live,verified_working
linear,linear.issues.get,inferred,executable,True,True,linear:issues:read|linear:*,True,low,False,True,True,live,verified_working
linear,linear.issues.create,inferred,requires_approval,True,True,linear:issues:write|linear:*,True,high,True,True,True,live,verified_working
linear,linear.issues.update,inferred,requires_approval,True,True,linear:issues:write|linear:*,True,high,True,True,True,live,verified_working
linear,linear.issues.search,inferred,executable,True,True,linear:issues:read|linear:*,True,medium,False,True,True,none,implemented_unverified
gitlab,gitlab.projects.list,inferred,executable,True,True,gitlab:projects:read|gitlab:*,True,low,False,True,True,none,implemented_unverified
gitlab,gitlab.issues.list,inferred,executable,True,True,gitlab:issues:read|gitlab:*,True,low,False,True,True,none,implemented_unverified
gitlab,gitlab.issues.create,inferred,requires_approval,True,True,gitlab:issues:write|gitlab:*,True,high,True,True,True,none,implemented_unverified
gitlab,gitlab.merge_requests.create,inferred,requires_approval,True,True,gitlab:merge_requests:write|gitlab:*,True,high,True,True,True,none,implemented_unverified
gitlab,gitlab.merge_requests.list,inferred,executable,True,True,gitlab:merge_requests:read|gitlab:*,True,medium,False,True,True,none,implemented_unverified
shopify,shopify.products.list,inferred,executable,True,True,shopify:products:read|shopify:*,True,low,False,True,True,none,implemented_unverified
shopify,shopify.orders.list,inferred,executable,True,True,shopify:orders:read|shopify:*,True,low,False,True,True,none,implemented_unverified
shopify,shopify.products.create,inferred,requires_approval,True,True,shopify:products:write|shopify:*,True,high,True,True,True,none,implemented_unverified
shopify,shopify.orders.update,inferred,requires_approval,True,True,shopify:orders:write|shopify:*,True,high,True,True,True,none,implemented_unverified
shopify,shopify.customers.list,inferred,executable,True,True,shopify:customers:read|shopify:*,True,medium,False,True,True,none,implemented_unverified
paypal,paypal.payments.list,inferred,executable,True,True,paypal:payments:read|paypal:*,True,low,False,True,True,none,implemented_unverified
paypal,paypal.orders.get,inferred,executable,True,True,paypal:orders:read|paypal:*,True,low,False,True,True,none,implemented_unverified
paypal,paypal.refunds.create,inferred,requires_approval,True,True,paypal:refunds:write|paypal:*,True,high,True,True,True,none,implemented_unverified
paypal,paypal.payouts.create,inferred,requires_approval,True,True,paypal:payouts:write|paypal:*,True,high,True,True,True,none,implemented_unverified
paypal,paypal.disputes.list,inferred,executable,True,True,paypal:disputes:read|paypal:*,True,medium,False,True,True,none,implemented_unverified
brevo,brevo.contacts.list,inferred,executable,True,True,brevo:contacts:read|brevo:*,True,low,False,True,True,none,implemented_unverified
brevo,brevo.campaigns.list,inferred,executable,True,True,brevo:campaigns:read|brevo:*,True,low,False,True,True,none,implemented_unverified
brevo,brevo.email.send,inferred,requires_approval,True,True,brevo:email:send|brevo:*,True,high,True,True,True,none,implemented_unverified
brevo,brevo.contacts.create,inferred,requires_approval,True,True,brevo:contacts:write|brevo:*,True,high,True,True,True,none,implemented_unverified
brevo,brevo.contacts.update,inferred,requires_approval,True,True,brevo:contacts:write|brevo:*,True,high,True,True,True,none,implemented_unverified
meta_marketing,meta_marketing.campaigns.list,inferred,executable,True,True,meta_marketing:ads:read|meta_marketing:*,True,low,False,True,True,none,implemented_unverified
meta_marketing,meta_marketing.adsets.list,inferred,executable,True,True,meta_marketing:ads:read|meta_marketing:*,True,low,False,True,True,none,implemented_unverified
meta_marketing,meta_marketing.campaigns.create,inferred,requires_approval,True,True,meta_marketing:ads:write|meta_marketing:*,True,high,True,True,True,none,implemented_unverified
meta_marketing,meta_marketing.campaigns.update,inferred,requires_approval,True,True,meta_marketing:ads:write|meta_marketing:*,True,high,True,True,True,none,implemented_unverified
meta_marketing,meta_marketing.adsets.update,inferred,requires_approval,True,True,meta_marketing:ads:write|meta_marketing:*,True,high,True,True,True,none,implemented_unverified
platform,platform.health.snapshot,override,executable,True,True,platform:health:read|platform:*,True,low,False,True,True,live,verified_working
platform,platform.connector_ops.summary,inferred,executable,True,True,platform:health:read|platform:*,True,low,False,True,True,live,verified_working
platform,platform.approval.latency.report,inferred,executable,True,True,platform:health:read|platform:*,True,medium,False,True,True,live,verified_working
